data_X,data_c
"Sehr geehrter Herr,Salam Alaikkum.Pride und Vergnügen, Sie heute im Tee-Shop zu treffen.Wir freuen uns, Ihnen unsere Kontaktnummer in Qatar.Rakhesh an Indian.Pls speichern unsere Nummer.Respectful Regards.",not spam
"Gal n Junge zu Fuß in d Park. gal-kann ich halten ur Hand? boy-y? do u denken, ich würde weglaufen? gal-no, jst wana c wie es sich anfühlt, im Himmel mit einem Prinzen zu gehen..GN:-)",not spam
Was macht dich am glücklichsten?,not spam
Ich wünsche Ihnen eine wunderbare Woche.,not spam
"Süßes Herz, wie geht's dir?",not spam
"Sir, warten Sie auf Ihren Brief.",not spam
Alter im nicht mehr ein pisces. Im aquarius jetzt.,not spam
X natürlich es 2yrs. Nur so ihre Nachrichten auf Messenger lik du r senden mich,not spam
"Ich denke, Steyn bekommt sicher ein Wicket:)",not spam
"Ich studiere, alles in Ordnung mit mir! Nicht sicher, ob die Sache gelöst wird, tho. Wie auch immer. Haben Sie eine fab hols",not spam
"Müllsäcke, Eier, Marmelade, Brot, Hannaford Weizenchex",not spam
Nein. Es ist nicht Stolz. Ich bin fast &lt;#&gt; Jahre alt und sollte nicht takin Geld von meinem Kind sein. Du solltest nicht mit diesem Zeug umgehen müssen.,not spam
"Klingt besser als mein Abend im gerade mein Kostüm machen. Ich bin nicht sicher, wann ich morgen fertig bin, aber ich werde dich am Ende txt.",not spam
Mein Geburtstag ist auf feb &lt;#&gt; da..,not spam
Wann willst du trainieren?,not spam
Willst du das nicht?,not spam
Sind u wach? Gibt es dort Schnee?,not spam
Und natürlich solltest du stinken!,not spam
"2 TEXTCOMP 250 wkly comp. 1st wk?s freie Frage folgt, anschließend wks charged@150p/msg.2 abmelden txt STOP 2 84128,custcare 08712405020",spam
Keine Öffnungen für den Raum bis nach Thanksgiving ohne Aufladung.,not spam
Wann wollt ihr herkommen?,not spam
Und jetzt?,not spam
"Meine Eltern, Mein Kidz, Meine Freunde n Meine Kollegen. Alle schreien.. SURPRISE!! und ich wartete auf dem Sofa......'NAKED...!",not spam
"Nein, Sir, deshalb hatte ich letzte Woche eine 8-Stunden-Reise mit dem Bus, am nächsten Mittwoch noch ein Vorsprechen, aber ich denke, ich könnte dieses Mal fahren.",not spam
"Ich dachte, ich stecke es wieder in die Kiste.",not spam
Ich bin zu Hause...,not spam
Es könnte ein Geschäftsplan sein.,not spam
"Ich habe noch nicht entschieden, ob 2 Schnitte...",not spam
Guten Morgen Prinzessin! Haben Sie einen tollen Tag!,not spam
"Guai... U shd haf ihn gesehen, wenn er ungezogen ist... U so frei heute? Kann gehen joggen...",not spam
"Aiyo cos i s ms u dann u neva antworten, so dass ich warten 4 u zu antworten lar. I tot u havet beenden ur lab wat.",not spam
Das Leben ist sehr einfach.. Liebe ist auch einfach.. Lachen ist zu einfach.. Gewinnen ist zuoo einfach.. Aber 'SIMPLE' zu sein ist sehr schwierig...;-) :-),not spam
"Sagen Sie mir etwas, das ist okay.",not spam
In Ordnung.,not spam
"Soll ich eine Flasche Wein mitbringen, um uns amüsiert zu halten? Nur Spaß! Ich werde immer noch eine Flasche bringen. Rot oder weiß? Wir sehen uns morgen",not spam
Dies ist ur Gesichtstest (1 2 3 4 5 6 7 8 9 &lt;#&gt; ) wählen Sie eine beliebige Zahl ich werde ur Gesicht Astrologie sagen.... bin wartend. schnelle Antwort...,not spam
"Hey, Iouri hat mir deine Nummer gegeben, ich bin Wylie, Ryans Freund.",not spam
"- Ja, du bist nachlässig.",not spam
"Ich bin im Büro, ich fülle noch Formulare aus. Ich weiß, wann sie mich verlassen.",not spam
"Ich denke, Ihr Mentor ist, aber nicht 100% sicher.",not spam
Rufen Sie 09095350301 und senden Sie unsere Mädchen in erotische Ekstase. Nur 60p/min. Um Texte zu stoppen rufen 08712460324 (Natrate),spam
Kamera - Sie erhalten eine SiPix Digitalkamera! Telefon 09061221066 ausm Festnetz. Lieferung innerhalb von 28 Tagen.,spam
"Ein £400 XMAS REWARD wartet auf Sie! Unser Computer hat Sie zufällig von unseren treuen mobilen Kunden ausgewählt, um eine £400 Belohnung zu erhalten. Rufen Sie einfach 09066380611",spam
"Ich wollte nur herausfinden, wann ich diese Woche ein paar andere Leute treffen werde, aber ich habe keine Termine festgelegt.",not spam
WICHTIGE MESSAGE. Dies ist ein letzter Kontaktversuch. Sie haben wichtige Nachrichten warten unsere Kunden Ansprüche dept. Läuft 13/4/04. Rufen Sie 0871707382 JETZT an!,spam
"Hallo Mama, wir könnten später zurück sein als &lt;#&gt;",not spam
"Dating: Ich hatte zwei davon. Erst nachdem ich letzte Woche einen Text geschickt habe, um Sportradio zu sprechen. Irgendeine Verbindung, denkst du oder ein Zufall?",spam
"Lol, hast du einen Freund für den Hund?",not spam
"Okay, ist es ein Problem, ihn zu belästigen?",not spam
Ich gehe in ein paar Minuten raus. Wir sehen uns dort.,not spam
Do u konw waht is rael FREUNDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey Spling von tihs msg ist wrnog.. Bt sitll yuo kann es raed wihtuot ayn mitsake.. GOODNIGHT & amp; HABEN A NICE SLEEP..SWEET DREAMS..,not spam
Ich kann das Telefon jetzt nicht wählen. Pls senden eine Nachricht,not spam
"Ich will nicht, dass du gehst, aber ich tue kaum, was ich kann, um gesund zu bleiben.",not spam
Das aktuelle Leitgebot ist 151. Um diese Auktion zu stoppen senden Sie aus. Kundenbetreuung: 08718726270,spam
"Freier Eintritt in die gr8prizes wkly comp 4 eine Chance, die neueste Nokia 8800, PSP oder £250 Cash jedes wk.TXT GREAT zu 80878 zu gewinnen http//www.gr8prizes.com 08715705022",spam
"Jemand eine Website, wo Sie spielen können halten em mit eve online spacebucks",not spam
Es ist sonnig in Kalifornien. Das Wetter ist einfach kühl,not spam
Sie haben 1 neue Nachricht. Rufen Sie 0207-083-6089,spam
"Ich kann es aus meinem Vater machen, gequetscht &lt;#&gt;",not spam
Guten Tag zu Dir auch.Betet für mich.Entfernen Sie die Zähne als seine schmerzhafte Aufrechterhaltung anderer Sachen.,not spam
"Wie geht's euch Babes. Hoffe, dass es dir gut geht. Ich hatte einen Scheiß-Nächte Schlaf. Ich schlief bei 5.I.m knackered und ich bin gefürchtet Arbeit heute Abend. Was bist du bis heute Abend. X",not spam
"Wie helfen uns Freunde bei Problemen? Sie geben den dümmsten Vorschlag, dass Lands uns in ein anderes Problem und hilft uns, das vorherige Problem zu vermeiden",not spam
Ich bin bei der Arbeit.,not spam
Ich werde sanftes Baby sein! Bald werden Sie alle nehmen &lt;#&gt; Zoll tief in Ihrer engen Muschi...,not spam
Es war eine gute Nite!!,not spam
Ok.ok okay..dann..was ur heute Plan,not spam
n 't Witz ernst ich sagte,not spam
Ajith Film ansehen ah?,not spam
Ooooooh Ich vergaß zu sagen u Ich kann auf yoville auf meinem Handy bekommen,not spam
"Ich weiß nicht, ob Mega-Shop in Asda als Feier zählt, aber das ist es, was ich tue!",not spam
"Ich weiß nicht genau, ob du Chechi fragen könntest.",not spam
Dunno lei shd b driving lor cos i go sch 1 h oni.,not spam
Wie in ich will Custom Officer Rabatt oh.,not spam
Das ist unbedingt respektvoll.,not spam
"Ich hoffe, du hattest einen schönen Tag.",not spam
Und er ist offenbar mit Carly schnell bffs jetzt,not spam
"HARD BUT TRUE: Wie viel zeigen Sie & amp; drücken Sie Ihre Liebe zu jemand....so viel wird es weh tun, wenn sie Sie verlassen oder Sie getrennt werden...!",not spam
"Babes Ich denke, ich habe ur Bronly Ich ließ es in Englisch wil bringen es in 2mrw 4 u luv Franxx",not spam
"Hallo Babe seine mir danke für das Kommen, obwohl es nicht so gut!Ich wollte nur mein Bett! Hoffe, Sie bald lieben und küsst xxx sehen",not spam
Also bekam gd kostenloses Eis... ich habe oso wan...,not spam
Pls geben ihr Prometazinsirup. 5mls dann &lt;#&gt; Minuten später füttern.,not spam
"Also, wie viele Tage seitdem?",not spam
"Liebe sind Sie wütend, ich war beschäftigt, liebe",not spam
"Yup er msg me: ist tat yijue? Dann ist es meine Gruppe Kumpel, weil wir heute mah treffen... Ich frage, ob u verlassen früher oder wat mah cos mayb u haf zu gehen v weit...",not spam
Sind Sie im Pub?,not spam
Es gibt ein erstes Mal für alles :),not spam
"Daddy, shu shu sucht 4 u... U wan me 2 sagen ihm, u're nicht in singapore oder wat?",not spam
"Ich frage, ob u meeting da ge tmr nite...",not spam
Gr8. Wie geht man also mit dem victoria Inselverkehr um?,not spam
Nite nite pocay wocay luv u mehr als n e Sache 4eva Ich verspreche Ring u 2morrowxxxx,not spam
Ostküste,not spam
"Du solltest dir mehr Hühnerbrühe besorgen, wenn du Ramen willst, es sei denn, es gibt ein paar, von denen ich nichts weiß.",not spam
"Mein Sklave! Ich möchte, dass Sie heute 2 oder 3 Fotos von sich selbst in hellem Licht auf Ihrem Handy! Helles Licht!",not spam
"Nein, ich hab's gerade vergessen.",not spam
"Also, wie geht's dir wirklich, was machst du, wie geht's den Meistern und so weiter.",not spam
"Ich bin jetzt bei bruce &amp; fowler, aber ich bin im Auto meiner Mutter, damit ich nicht parken kann (lange Geschichte)",not spam
Hoffentlich diesen Monat.,not spam
"Hallo Elaine, ist das heutige Treffen bestätigt?",not spam
Ok k..sry i knw 2 siva..tats y i asked..,not spam
"Tut mir leid, ich rufe später an.",not spam
"U schreckliches Mädchen... U wusste, dat ich ging aus wif ihm jat n u immer noch kommen n fragen mich...",not spam
Ansonsten hatte Teilzeitarbeit na-tuition..,not spam
Und meine Diät ist gerade aus dem Fenster geflogen.,not spam
"Santa Calling! Möchten Ihre Kleinen einen Anruf von Santa Xmas Eve? Rufen Sie 09058094583 an, um Ihre Zeit zu buchen.",spam
Du hast deinen Kern nicht vollendet.,not spam
"Äh, ja, ich werde dort um 15:26, sorry! Sagen Sie mir einfach, in welchem Pub / Café zu sitzen und kommen, wenn u kann",not spam
"Wenn du es heute Abend oder wann immer du kannst, es ist cool, sims mir einfach, wann immer du da bist.",not spam
"Wenn ich es wäre, würde ich nicht aufpassen.",not spam
Thanx viel 4 u Hilfe!,not spam
Du musst viel genauer sein als das.,not spam
"Jesus Armand versucht wirklich jedem zu sagen, dass er finden kann",not spam
"Ich waffe ihm jetzt den Kauf von ""Tix Lar""...",not spam
Mode Männer oder haben Sie verlassen.,not spam
Ich bin langsam in der Verwendung von biola fne,not spam
Was machst du später?,not spam
"Hey, ich habe die 2 Lektionen auf Sun Liao gebucht...",not spam
Danke. Verabschiedest du dich im Allgemeinen mit den Brothas?,not spam
"By the way, stellen Sie sicher, u erhalten Zug zu Worc Foregate Straße nicht Strauch Hügel. Viel Spaß Nacht x",not spam
"Ich dachte, ich würde ihm eine Uhr besorgen, nur weil das die Art von Sache ist, die u get4an18th. Und er liebt so sehr!",not spam
"Sie haben eine garantierte 32000-Award oder vielleicht sogar 1000 £ Cash zu behaupten, ur award call kostenlos auf 0800..... (18+). Seine Legitimation efreefone Zahl wat do u think????",spam
"Guten Morgen, in der Werkstatt... der einzige Grund, warum ich um diese Stunde auf bin.",not spam
"Und das ist in Ordnung, ich habe genug Knospe, um die meiste Nacht zumindest zu halten",not spam
"Ich bin zurück. Gute Reise! Lassen Sie mich wissen, wenn Sie eine der Quittungen brauchen. Soll ich Ihnen sagen, wie die Pendent?",not spam
"Also, das nimmt ein paar Geld Sorgen",not spam
"Können wir ein paar abholen, hast du vor heute Abend auf?",not spam
"Die Polizeistation hat die Toilette gestohlen, die Bullen haben nichts zu tun!",spam
Sac muss weiterführen:),not spam
"Singen Sie einfach HU. Ich finde es auch wichtig, eine Frau zu finden, die den Ort gut kennt, vorzugsweise einen Bürger, der auch klug ist, um Ihnen zu helfen, durch zu navigieren.",not spam
Was????? Hallo wats spricht E-Mail-Adresse?,not spam
"Außer, da ist ein Küken mit riesigen Brüsten.",not spam
"Ich frage mich nur, was du gerade tust?",not spam
Ich wünsche Ihnen einen schönen Tag. Jeder Moment offenbart noch mehr Dinge zu halten Sie lächeln. Genießen Sie es.,not spam
"Für die funkelndsten Einkaufspausen ab 45 pro Person, rufen Sie 0121 2025050 an oder besuchen Sie www.shortbreaks.org.uk",spam
Arun kann u transfr me d amt,not spam
"Tut mir leid, ich rufe später an.",not spam
"Wenn du einen lauten Schrei über &lt;#&gt; Minuten hörst, wird mein Gyno Dinge in mich schieben, die nicht gehören :/",not spam
"Nur Dezember! Hatten Sie Ihr Handy 11mths+? Sie sind berechtigt, das neueste Farbkamera-Mobil kostenlos zu aktualisieren! Rufen Sie die Mobile Update Co GRATIS auf 08002986906",spam
"Okay, ich hab's. Dann will ich 2 kommen oder wat?",not spam
Txt: Call to No: 86888 & fordern Sie Ihre Belohnung von 3 Stunden Gesprächszeit von Ihrem Telefon jetzt zu verwenden! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam
- Wir gehen auf 2Nite?,not spam
"Ich werde jeden Moment, den wir zusammen verbringen, schätzen...",not spam
"Soll ich uns eine Flasche Wein bringen, um uns amüsiert zu halten?",not spam
Veröffentlichungen der Europäischen Gemeinschaften: Januar 1997.,spam
Machen Sie Ihren Garten bereit für den Sommer mit einer kostenlosen Auswahl an Sommerbirnen und Samen im Wert von £ 33:50 nur mit The Scotsman an diesem Samstag. Um zu stoppen go2 notxt.co.uk,spam
"URGENT! Die Auslosung des letzten Wochenendes zeigt, dass Sie 1000 Pfund Bargeld oder einen spanischen Urlaub gewonnen haben! Rufen Sie jetzt 09050000332 an. T&C: RSTM, SW7 3SS. 150ppm",spam
Na schön.,not spam
"Ich dachte, Dia ist genug.",not spam
"Ja, ja, ja, ja, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",not spam
"Nun, offensichtlich nicht, weil alle Leute in meinem coolen College-Leben nach Hause gingen ;_;",not spam
"Ok, dann sagen Sie mir Bescheid.",not spam
"Wo ist Mumie's Junge? Ist er gut oder schlecht? Ist er positiv oder negativ? Warum ist Mumie gemacht, um zu warten? Hmmmm?",not spam
"Dhoni haben Glück, einige große Titel zu gewinnen.So werden wir gewinnen:)",not spam
"Ich will dir jeden Abend gefallen, dein Wunsch ist mein Befehl.",not spam
Was Heute-Sonntag..Sonntag ist Urlaub..so keine Arbeit..,not spam
Kein wahrscheinlich &lt;#&gt; %.,not spam
"Wirklich hoffen, dass die Arbeit nicht stressig wird. Haben Sie einen gr8 Tag.",not spam
"Hast du gesehen, wer in Holby ist?!",not spam
"Soll rufen, jetzt liebe Essen zu haben",not spam
"URGENT Wir versuchen, Sie zu kontaktieren Letzte Wochenende ziehen Shows u haben einen £ 1000 Preis gewonnen GARANTEED Call 09064017295 Claim Code K52 Gültig 12 Stunden 150pm",spam
So li hai... ich langweile mich jetzt da Dozent Wiederholen der letzten Wochen Sachen Verschwendung Zeit...,not spam
",, und holen sie von verschiedenen Punkten, gehen 2 Yeovil, und sie tun das Motorprojekt 4 3 Stunden, und dann u nehmen sie nach Hause............................................................................................................................................................................................................................................ ",not spam
"Fick dich und deine Familie auch, weil du auf die Rhode-Insel gehst oder wo auch immer, und mich die Woche allein lässt, ich habe eine neue Bong &gt;:(",not spam
Natürlich lade ich auch ein paar Songs hoch,not spam
"2p pro min, um Deutschland 08448350055 von Ihrer BT-Linie anrufen. Nur 2p pro min. Überprüfen Sie PlanetTalkInstant.com für info & T's & C's. Text stop to opt out",spam
K. Ich werde es wieder schicken.,not spam
"Oh, vielen Dank..ich habe bereits 2 Eier gekauft..",not spam
K. Ich werde es wieder schicken.,not spam
Ich studiere in Sch oder gehe nach Hause? Jedenfalls werde ich später 2 Sch gehen.,not spam
Marvel Mobile Spielen Sie das offizielle Ultimate Spider-man Spiel (£4.50) auf ur Mobile jetzt. Text SPIDER zu 83338 für das Spiel & wir senden u eine kostenlose 8Ball Tapete,spam
"Ich denke, wenn er regiert tamilnadu..dann ist es sehr hart für unser Volk.",not spam
Du bist zu Hause und hast später was zu erledigen? Lass uns heute Abend in die Stadt gehen! Vielleicht kann uns Mama mitnehmen.,not spam
"Guten Tag, meine Liebe... Wie geht Ihr Tag? Wie haben Sie geschlafen? Ich hoffe, Ihr gut, mein Spielzeug... Ich denke an Sie...",not spam
"Ja... Ich vertraue u, um neue Sachen so schnell wie möglich zu kaufen, damit ich es ausprobieren kann",not spam
"SMS DIENSTLEISTUNGEN. für Ihre inklusiven Textgutschriften, pls goto www.comuk.net login= 3qxj9 abmelden mit STOP, keine zusätzliche Gebühr. Hilfe 08702840625.COMUK. 220-CM2 9AE",spam
Warum wache ich selbst auf &gt;:(,not spam
Jetzt geh Schritt 2 aus dem Weg. Gratuliere noch mal.,not spam
"Liebe hat ein Gesetz; Machen Sie glücklich die Person, die Sie lieben. In der gleichen Weise Freundschaft hat ein Gesetz; Machen Sie nie ur Freund fühlen sich allein, bis Sie leben....",not spam
PRIVATE! Ihr Kontoauszug von 2003 für 07808247860 zeigt 800 unerlöste S.I.M.-Punkte. Anruf 08719899229 Identifier Code: 40411 Läuft am 06/11/04 ab,spam
Apo alle anderen sind nur Mokka Spieler,not spam
"Vielleicht * ist viel leicht geben Sie Ihre Konto-Identifikation, so werde ich morgen bei UNI",not spam
Warte. Ich werde msg nach &lt;#&gt; min.,not spam
Du hast meinen Bruder angerufen und nicht mit mir gesprochen.,not spam
Gottes Liebe hat keine Grenze. Gottes Gnade hat kein Maß. Gottes Macht hat keine Grenzen. Möge u Gottes endlose Segnungen immer im Leben haben...! Gud ni8,not spam
Ich will jede Nacht in dir sein...,not spam
"Machan, du gehst morgen ins Fitnessstudio, ich werde späte gute Nacht kommen.",not spam
"Lol sie waren zuerst sauer, aber dann wachten sie auf und gaben auf.",not spam
Ich ging ins Projektzentrum.,not spam
"Es ist beruhigend, in dieser verrückten Welt.",not spam
"Ich mache nur Essen, du?",not spam
Ja. Bitte gehen Sie bei &lt;#&gt;. Damit wir bei &lt;#&gt; gehen können.,not spam
"Oh, ok, wir setzen uns hin.",not spam
"Du bist ein tolles Vorbild. Du gibst so viel und ich wünsche mir wirklich jeden Tag ein Wunder, aber Gott als Grund für alles und ich muss sagen, ich wünschte, ich wüsste warum, aber ich nicht. Ich habe auf dich, seit ich jung war und ich immer noch. Haben Sie einen tollen Tag.",not spam
"Ja, ich beziehe mich auf mei's ex wat... Nein ah, warten 4 u zu behandeln, jemand shld b reich liao... also gd, den u dun müssen arbeiten frm tmr weiter...",not spam
"Miles und lächelt r gemacht frm gleichen Buchstaben aber wissen u d Unterschied..? Lächeln auf ur Gesicht hält mich glücklich, obwohl ich Meilen entfernt von u.. :-)keep Lächeln.. Gut nyt",not spam
"Übrigens, ich habe direkt vor dem Haus einen Sprung gemacht, damit Sie sehen können, welches Haus es ist.",not spam
